LOAD_PANDAS()
         362855466 function calls (360044859 primitive calls) in 1255.949 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    35956    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
    49469    7.111    0.000    7.111    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
        9    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
   420026    0.197    0.000    0.197    0.000 {method 'insert' of 'list' objects}
   137047    0.035    0.000    0.035    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
    13074    0.006    0.000    0.006    0.000 {method 'keys' of 'dict' objects}
  1167820    0.359    0.000    0.359    0.000 {method 'lower' of 'str' objects}
  1167812    1.799    0.000    1.799    0.000 {method 'match' of 're.Pattern' objects}
    82101    0.085    0.000    1.067    0.000 {method 'max' of 'numpy.ndarray' objects}
    82101    0.094    0.000    1.597    0.000 {method 'min' of 'numpy.ndarray' objects}
   411598    0.119    0.000    0.119    0.000 {method 'pop' of 'dict' objects}
   261321    0.055    0.000    0.055    0.000 {method 'pop' of 'set' objects}
   137189    0.093    0.000    0.093    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     6534  345.033    0.053  393.815    0.060 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
  2084994   16.267    0.000   16.267    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   420026    0.598    0.000    0.598    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
    58797    0.158    0.000    0.158    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
    57984    0.054    0.000    0.054    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
    58034    0.035    0.000    0.035    0.000 {method 'rstrip' of 'str' objects}
  1167811    0.657    0.000    0.657    0.000 {method 'search' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 {method 'set_noconvert' of 'pandas._libs.parsers.TextReader' objects}
   226818    0.160    0.000    0.160    0.000 {method 'split' of 'str' objects}
  5880798    1.884    0.000    1.884    0.000 {method 'startswith' of 'str' objects}
    49469   11.948    0.000   11.948    0.000 {method 'unique' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
    13067    0.007    0.000    0.007    0.000 {method 'update' of 'dict' objects}
    81730    0.038    0.000    0.038    0.000 {method 'upper' of 'str' objects}
   130660    0.037    0.000    0.037    0.000 {method 'values' of 'dict' objects}
    32642    0.189    0.000    0.189    0.000 {method 'view' of 'numpy.generic' objects}
  1351571    2.583    0.000    2.583    0.000 {method 'view' of 'numpy.ndarray' objects}
   387372    0.108    0.000    0.108    0.000 {pandas._libs.algos.ensure_object}
   216382    0.068    0.000    0.068    0.000 {pandas._libs.algos.ensure_platform_int}
    49464    0.888    0.000    0.888    0.000 {pandas._libs.algos.take_1d_int64_int64}
        5    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
    32425    2.653    0.000    2.653    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
    45725    4.961    0.000    4.961    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
    39294    9.112    0.000    9.112    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
   391980    0.119    0.000    0.119    0.000 {pandas._libs.hashtable.object_hash}
     6533    0.007    0.000    0.007    0.000 {pandas._libs.internals.get_blkno_placements}
    19598    0.071    0.000    0.071    0.000 {pandas._libs.lib.array_equivalent_object}
       19    0.011    0.001    0.011    0.001 {pandas._libs.lib.dtypes_all_equal}
    95306    4.848    0.000    4.848    0.000 {pandas._libs.lib.infer_datetimelike_array}
    90423    9.069    0.000    9.379    0.000 {pandas._libs.lib.infer_dtype}
    13066    0.022    0.000    0.022    0.000 {pandas._libs.lib.is_all_arraylike}
     6534    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_bool}
     6535    0.005    0.000    0.005    0.000 {pandas._libs.lib.is_float}
  1748903    0.613    0.000    0.613    0.000 {pandas._libs.lib.is_integer}
   242664    0.077    0.000    0.077    0.000 {pandas._libs.lib.is_iterator}
  4192517    3.457    0.000    3.508    0.000 {pandas._libs.lib.is_list_like}
  4375970    1.374    0.000    1.374    0.000 {pandas._libs.lib.is_scalar}
   296684   33.159    0.000   36.879    0.000 {pandas._libs.lib.maybe_convert_objects}
    78391    0.042    0.000    0.042    0.000 {pandas._libs.tslibs.np_datetime.is_unitless}
    52215    0.053    0.000    0.053    0.000 {pandas._libs.tslibs.np_datetime.py_get_unit_from_dtype}
    58797    9.133    0.000    9.133    0.000 {pandas._libs.tslibs.parsing.concat_date_cols}
    19573  224.952    0.011  224.952    0.011 {pandas._libs.tslibs.vectorized.ints_to_pydatetime}


ACCESS_PANDAS()
         15141059 function calls (14981047 primitive calls) in 699.800 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argsort)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
        8    0.000    0.000   30.681    3.835 <__array_function__ internals>:177(concatenate)
        4    0.000    0.000   30.681    7.670 <__array_function__ internals>:177(vstack)
    10002    0.048    0.000    0.066    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        1    0.000    0.000  699.800  699.800 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 _dtype.py:178(_datetime_metadata_str)
       26    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       26    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
       26    0.000    0.000    0.000    0.000 _dtype.py:344(_name_get)
   160000    0.100    0.000    0.843    0.000 _methods.py:39(_amax)
   160000    0.119    0.000    1.655    0.000 _methods.py:43(_amin)
    30000    0.033    0.000    0.495    0.000 _methods.py:55(_any)
   160000    0.450    0.000   17.730    0.000 _mixins.py:154(take)
    20000    0.147    0.000    0.150    0.000 _ufunc_config.py:132(geterr)
    20000    0.151    0.000    0.432    0.000 _ufunc_config.py:33(seterr)
    10000    0.014    0.000    0.014    0.000 _ufunc_config.py:426(__init__)
    10000    0.037    0.000    0.208    0.000 _ufunc_config.py:430(__enter__)
    10000    0.090    0.000    0.351    0.000 _ufunc_config.py:435(__exit__)
   300001    0.119    0.000    0.362    0.000 abc.py:117(__instancecheck__)
   170000    0.657    0.000   11.056    0.000 algorithms.py:1484(take)
    10000    0.136    0.000  430.380    0.043 array_ops.py:136(_na_arithmetic_op)
    10000    0.137    0.000  430.732    0.043 array_ops.py:231(comparison_op)
    10000    0.038    0.000  434.556    0.043 arraylike.py:40(__eq__)
    10000    0.139    0.000    0.726    0.000 base.py:1168(take)
    10000    0.008    0.000    0.008    0.000 base.py:1194(_maybe_disallow_fill)
   150000    0.029    0.000    0.029    0.000 base.py:166(kind)
    10000    0.017    0.000    0.017    0.000 base.py:1734(name)
        1    0.000    0.000    0.000    0.000 base.py:2381(is_unique)
        1    0.000    0.000    0.000    0.000 base.py:2752(_is_all_dates)
        1    0.000    0.000    0.000    0.000 base.py:2801(_na_value)
        2    0.000    0.000    0.000    0.000 base.py:286(is_dtype)
    60000    0.012    0.000    0.012    0.000 base.py:324(ndim)
        2    0.000    0.000    0.000    0.000 base.py:3754(get_loc)
        1    0.000    0.000    0.000    0.000 base.py:413(_engine_type)
    10000    0.016    0.000    0.033    0.000 base.py:46(__len__)
    40002    0.057    0.000    0.236    0.000 base.py:5090(_values)
        1    0.000    0.000    0.000    0.000 base.py:5116(_get_engine_target)
    10000    0.093    0.000    0.094    0.000 base.py:5254(__contains__)
        4    0.000    0.000    0.000    0.000 base.py:5304(__getitem__)
    10002    0.101    0.000    0.225    0.000 base.py:54(shape)
    10000    0.122    0.000    0.380    0.000 base.py:5464(equals)
    30006    0.022    0.000    0.124    0.000 base.py:56(<genexpr>)
    10000    0.016    0.000    0.037    0.000 base.py:58(_validate_set_axis)
        2    0.000    0.000    0.000    0.000 base.py:6569(_maybe_cast_indexer)
    10000    0.066    0.000    0.094    0.000 base.py:690(_simple_new)
    20000    0.016    0.000    0.022    0.000 base.py:7277(ensure_index)
    10000    0.029    0.000    0.125    0.000 base.py:7372(maybe_extract_name)
    10000    0.018    0.000    0.023    0.000 base.py:839(is_)
    10000    0.012    0.000    0.012    0.000 base.py:870(_reset_identity)
        1    0.000    0.000    0.000    0.000 base.py:881(_engine)
    10002    0.021    0.000    0.029    0.000 base.py:925(__len__)
    10000    0.008    0.000    0.008    0.000 base.py:986(dtype)
       33    0.000    0.000    0.000    0.000 blocks.py:160(_consolidate_key)
   150000    0.481    0.000   16.061    0.000 blocks.py:1758(take_nd)
       19    0.000    0.000    0.000    0.000 blocks.py:200(fill_value)
    10004    0.034    0.000    0.058    0.000 blocks.py:2091(maybe_coerce_values)
    10004    0.036    0.000    0.041    0.000 blocks.py:2120(get_block_type)
       18    0.000    0.000    0.000    0.000 blocks.py:213(mgr_locs)
        4    0.000    0.000    0.001    0.000 blocks.py:2161(new_block_2d)
    10000    0.112    0.000    0.272    0.000 blocks.py:2172(new_block)
    10000    0.033    0.000    0.059    0.000 blocks.py:2186(check_ndim)
        5    0.000    0.000    0.000    0.000 blocks.py:2250(extend_blocks)
   190000    0.566    0.000    0.661    0.000 blocks.py:236(make_block_same_class)
    10037    0.013    0.000    0.013    0.000 blocks.py:500(dtype)
        2    0.000    0.000    0.000    0.000 blocks.py:827(iget)
    40000    0.180    0.000    6.136    0.000 blocks.py:861(take_nd)
    10000    0.058    0.000    0.058    0.000 cast.py:1422(sanitize_to_nanoseconds)
    30000    0.033    0.000    0.038    0.000 cast.py:508(ensure_dtype_can_hold_na)
   210000    0.629    0.000    1.160    0.000 cast.py:527(maybe_promote)
        1    0.000    0.000    0.000    0.000 cast.py:566(_maybe_promote_cached)
    30001    0.111    0.000    0.531    0.000 cast.py:574(_maybe_promote)
    10000    0.035    0.000    0.039    0.000 common.py:1048(is_numeric_v_string_like)
    30005    0.030    0.000    0.035    0.000 common.py:1154(needs_i8_conversion)
        4    0.000    0.000    0.000    0.000 common.py:1246(is_float_dtype)
    20002    0.053    0.000    0.130    0.000 common.py:1278(is_bool_dtype)
    10000    0.084    0.000    0.154    0.000 common.py:1403(is_1d_only_ea_obj)
    10000    0.009    0.000    0.012    0.000 common.py:1420(is_1d_only_ea_dtype)
    20001    0.036    0.000    0.048    0.000 common.py:1433(is_extension_array_dtype)
    30007    0.029    0.000    0.029    0.000 common.py:146(classes)
    30007    0.018    0.000    0.030    0.000 common.py:148(<lambda>)
        4    0.000    0.000    0.000    0.000 common.py:151(cast_scalar_indexer)
        2    0.000    0.000    0.000    0.000 common.py:151(classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 common.py:1532(_is_dtype)
   100003    0.065    0.000    0.108    0.000 common.py:1556(get_dtype)
        2    0.000    0.000    0.000    0.000 common.py:156(<lambda>)
    30009    0.080    0.000    0.172    0.000 common.py:1591(_is_dtype_type)
    30003    0.082    0.000    0.284    0.000 common.py:162(is_object_dtype)
    30000    0.064    0.000    0.150    0.000 common.py:1725(validate_all_hashable)
    60000    0.031    0.000    0.056    0.000 common.py:1744(<genexpr>)
    10000    0.015    0.000    0.020    0.000 common.py:1751(pandas_dtype)
        1    0.000    0.000    0.000    0.000 common.py:192(is_sparse)
        1    0.000    0.000    0.000    0.000 common.py:319(is_datetime64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:352(is_datetime64tz_dtype)
    20000    0.020    0.000    0.029    0.000 common.py:362(apply_if_callable)
        1    0.000    0.000    0.000    0.000 common.py:393(is_timedelta64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:427(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:544(is_string_dtype)
    10000    0.017    0.000    0.067    0.000 common.py:566(require_length_match)
    10000    0.058    0.000  434.711    0.043 common.py:57(new_method)
        1    0.000    0.000    0.000    0.000 common.py:573(condition)
    40000    0.081    0.000    0.182    0.000 common.py:585(is_dtype_equal)
        2    0.000    0.000    0.000    0.000 common.py:684(is_integer_dtype)
    10000    0.026    0.000    0.058    0.000 common.py:77(get_op_result_name)
    10000    0.074    0.000    0.318    0.000 common.py:96(is_bool_indexer)
    10000    0.062    0.000    0.184    0.000 config.py:116(_get_single_key)
    10000    0.051    0.000    0.331    0.000 config.py:134(_get_option)
    10000    0.020    0.000    0.351    0.000 config.py:262(__call__)
    10000    0.034    0.000    0.034    0.000 config.py:579(_select_options)
    10000    0.080    0.000    0.097    0.000 config.py:597(_get_root)
    20000    0.057    0.000    0.057    0.000 config.py:611(_get_deprecated_option)
    10000    0.009    0.000    0.015    0.000 config.py:638(_translate_key)
    10000    0.017    0.000    0.068    0.000 config.py:650(_warn_if_deprecated)
   170001    0.138    0.000    0.844    0.000 construction.py:399(extract_array)
    40004    0.056    0.000    0.064    0.000 construction.py:461(ensure_wrapped_if_datetimelike)
    10000    0.133    0.000    0.436    0.000 construction.py:493(sanitize_array)
    10000    0.021    0.000    0.037    0.000 construction.py:676(_sanitize_ndim)
    10000    0.019    0.000    0.026    0.000 construction.py:713(_sanitize_str_dtypes)
    10000    0.012    0.000    0.014    0.000 construction.py:733(_maybe_repeat)
    10000    0.084    0.000    0.146    0.000 construction.py:744(_try_cast)
    10000    0.025    0.000    0.043    0.000 construction.py:861(is_empty_data)
        1    0.000    0.000    0.000    0.000 datetimelike.py:2138(ensure_arraylike_for_datetimelike)
        1    0.000    0.000    0.000    0.000 datetimelike.py:2206(validate_inferred_freq)
        1    0.000    0.000    0.000    0.000 datetimelike.py:2243(maybe_infer_freq)
        2    0.000    0.000    0.000    0.000 datetimelike.py:330(__array__)
    10000    0.069    0.000    0.213    0.000 datetimelike.py:637(_validate_scalar)
        1    0.000    0.000    0.000    0.000 datetimelike.py:926(freq)
    20000    0.008    0.000    0.008    0.000 datetimes.py:194(_scalar_type)
        1    0.000    0.000    0.000    0.000 datetimes.py:1980(_sequence_to_dt64ns)
        1    0.000    0.000    0.000    0.000 datetimes.py:2215(maybe_convert_dtype)
        1    0.000    0.000    0.000    0.000 datetimes.py:2314(_validate_dt64_dtype)
        2    0.000    0.000    0.000    0.000 datetimes.py:2366(validate_tz_from_dtype)
        1    0.000    0.000    0.000    0.000 datetimes.py:265(_simple_new)
        1    0.000    0.000    0.000    0.000 datetimes.py:286(_from_sequence)
        1    0.000    0.000    0.000    0.000 datetimes.py:290(_from_sequence_not_strict)
    10000    0.065    0.000    0.080    0.000 datetimes.py:449(_unbox_scalar)
    10000    0.008    0.000    0.008    0.000 datetimes.py:458(_check_compatible_with)
    70006    0.024    0.000    0.024    0.000 datetimes.py:495(dtype)
        2    0.000    0.000    0.000    0.000 datetimes.py:520(tz)
        2    0.000    0.000    0.000    0.000 datetimes.py:562(__array__)
        1    0.000    0.000    0.000    0.000 datetimes.py:94(tz_to_dtype)
    10000    0.011    0.000    0.033    0.000 dispatch.py:13(should_extension_dispatch)
   150000    0.275    0.000    0.304    0.000 dtypes.py:1333(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:977(is_dtype)
    10000    0.039    0.000  430.161    0.043 expressions.py:225(evaluate)
    10000    0.050    0.000  430.122    0.043 expressions.py:64(_evaluate_standard)
    20002    0.070    0.000    0.070    0.000 flags.py:49(__init__)
    20002    0.015    0.000    0.015    0.000 flags.py:53(allows_duplicate_labels)
    20002    0.055    0.000    0.055    0.000 flags.py:85(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 frame.py:3703(_ixs)
    20000    0.290    0.000  264.811    0.013 frame.py:3758(__getitem__)
    10000    0.218    0.000  263.876    0.026 frame.py:3832(_getitem_bool_array)
        2    0.000    0.000    0.000    0.000 frame.py:4257(_box_col_values)
        1    0.000    0.000    0.001    0.001 frame.py:4271(_clear_item_cache)
    10000    0.020    0.000    0.029    0.000 frame.py:4274(_get_item_cache)
    10000    0.004    0.000    0.004    0.000 frame.py:600(_constructor)
    10000    0.041    0.000    0.148    0.000 frame.py:609(__init__)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1034(_argsort_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1038(argsort)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
    20002    0.142    0.000    0.213    0.000 generic.py:259(__init__)
    20002    0.021    0.000    0.021    0.000 generic.py:332(attrs)
    40004    0.017    0.000    0.017    0.000 generic.py:353(flags)
    10000    0.181    0.000   92.268    0.009 generic.py:3873(_take)
    10000    0.077    0.000   92.807    0.009 generic.py:3894(_take_with_is_copy)
   510013    0.291    0.000    0.385    0.000 generic.py:40(_check)
    10000    0.019    0.000    0.036    0.000 generic.py:4114(_set_is_copy)
   510013    0.298    0.000    0.692    0.000 generic.py:45(_instancecheck)
    30000    0.039    0.000    0.039    0.000 generic.py:550(_get_axis_number)
    20000    0.035    0.000    0.046    0.000 generic.py:564(_get_axis)
    10000    0.031    0.000    0.059    0.000 generic.py:570(_get_block_manager_axis)
    20002    0.285    0.000    0.461    0.000 generic.py:5844(__finalize__)
    30000    0.060    0.000    0.060    0.000 generic.py:5888(__getattr__)
    40004    7.105    0.000    7.433    0.000 generic.py:5904(__setattr__)
    10000    0.066    0.000   66.424    0.007 generic.py:5959(_protect_consolidate)
    10000    0.051    0.000   66.475    0.007 generic.py:5973(_consolidate_inplace)
    10000    0.046    0.000   66.325    0.007 generic.py:5977(f)
    10000    0.037    0.000    0.040    0.000 indexing.py:2488(convert_to_index_sliceable)
    10000    0.057    0.000    0.818    0.000 indexing.py:2522(check_bool_indexer)
    20000    0.044    0.000    0.062    0.000 indexing.py:2656(check_deprecated_indexers)
   190000    0.172    0.000    0.377    0.000 inference.py:188(is_array_like)
    60000    0.059    0.000    0.096    0.000 inference.py:325(is_hashable)
    10000    0.068    0.000    0.081    0.000 managers.py:1061(from_blocks)
        2    0.000    0.000    0.000    0.000 managers.py:1129(iget)
    10002    0.012    0.000    0.012    0.000 managers.py:172(blknos)
    10001    0.019    0.000    0.019    0.000 managers.py:1846(is_consolidated)
        2    0.000    0.000    0.000    0.000 managers.py:1854(_consolidate_check)
        2    0.000    0.000    0.000    0.000 managers.py:1860(<listcomp>)
        1    0.000    0.000   59.237   59.237 managers.py:1864(_consolidate_inplace)
    10002    0.007    0.000    0.007    0.000 managers.py:188(blklocs)
    10002    0.046    0.000    0.055    0.000 managers.py:1891(__init__)
    10000    0.054    0.000    0.395    0.000 managers.py:1934(from_array)
    10002    0.011    0.000    0.011    0.000 managers.py:2009(_block)
    70000    0.103    0.000    0.127    0.000 managers.py:2058(dtype)
    20000    0.023    0.000    0.023    0.000 managers.py:2069(internal_values)
    10000    0.022    0.000    0.058    0.000 managers.py:228(set_axis)
        1    0.000    0.000   59.237   59.237 managers.py:2319(_consolidate)
       66    0.000    0.000    0.000    0.000 managers.py:2324(<lambda>)
        5   28.555    5.711   59.237   11.847 managers.py:2361(_merge_blocks)
        4    0.000    0.000    0.000    0.000 managers.py:2372(<listcomp>)
    10000    0.005    0.000    0.005    0.000 managers.py:238(items)
        4    0.000    0.000    0.000    0.000 managers.py:2381(<listcomp>)
    30002    0.029    0.000    0.029    0.000 managers.py:2433(_using_copy_on_write)
    10000    0.020    0.000   59.276    0.006 managers.py:673(consolidate)
    10000    0.141    0.000   23.023    0.002 managers.py:689(reindex_indexer)
    10000    0.500    0.000   22.697    0.002 managers.py:751(<listcomp>)
    10000    0.169    0.000   25.221    0.003 managers.py:944(take)
    10001    0.007    0.000    0.007    0.000 managers.py:997(__init__)
    50002    0.034    0.000    0.160    0.000 missing.py:108(isna)
    10000    0.056    0.000    0.056    0.000 missing.py:140(dispatch_fill_zeros)
    50002    0.060    0.000    0.126    0.000 missing.py:191(_isna)
    10000    0.027    0.000    0.031    0.000 missing.py:460(array_equivalent)
    30019    0.112    0.000    0.151    0.000 missing.py:645(na_value_for_dtype)
    40001    0.113    0.000    0.273    0.000 missing.py:699(is_valid_na_for_dtype)
        8    0.000    0.000    0.000    0.000 multiarray.py:152(concatenate)
       26    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
       13    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
   150000    0.222    0.000    6.169    0.000 numpy_.py:112(_from_backing_data)
   150015    0.044    0.000    0.044    0.000 numpy_.py:118(dtype)
   150000    0.037    0.000    0.037    0.000 numpy_.py:186(_validate_scalar)
   150000    0.517    0.000    1.201    0.000 numpy_.py:69(__init__)
        1    0.000    0.000    0.000    0.000 prof.py:14(load_pandas)
        1    0.277    0.277  699.800  699.800 prof.py:52(access_pandas)
        1    0.000    0.000    0.000    0.000 range.py:189(_constructor)
        1    0.000    0.000    0.179    0.179 range.py:195(_data)
        1    0.000    0.000    0.000    0.000 range.py:247(start)
        1    0.000    0.000    0.000    0.000 range.py:270(stop)
        1    0.000    0.000    0.000    0.000 range.py:293(step)
    10003    0.028    0.000    0.028    0.000 range.py:353(dtype)
    20000    0.018    0.000    0.020    0.000 range.py:541(equals)
    80002    0.047    0.000    0.075    0.000 range.py:946(__len__)
        2    0.000    0.000    0.000    0.000 series.py:1267(_set_as_cached)
    10000    0.150    0.000    2.812    0.000 series.py:3194(_construct_result)
    10002    0.261    0.000    2.303    0.000 series.py:342(__init__)
    10000    0.008    0.000    0.008    0.000 series.py:546(_constructor)
    10000    0.059    0.000    0.125    0.000 series.py:565(_set_axis)
    70000    0.043    0.000    0.170    0.000 series.py:596(dtype)
    40000    0.126    0.000    0.155    0.000 series.py:611(name)
    10000    0.250    0.000  434.518    0.043 series.py:6233(_cmp_method)
    30000    0.085    0.000    0.235    0.000 series.py:661(name)
    20000    0.033    0.000    0.056    0.000 series.py:708(_values)
    10000    0.012    0.000    0.056    0.000 series.py:764(__len__)
    10000    0.022    0.000    0.051    0.000 series.py:846(__array__)
        4    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
        4    0.000    0.000   30.681    7.670 shape_base.py:223(vstack)
        4    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        4    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
   150000    0.165    0.000    0.165    0.000 string_.py:101(__init__)
   150000    0.895    0.000    5.947    0.000 string_.py:305(__init__)
   150000    1.981    0.000    2.809    0.000 string_.py:313(_validate)
       15    0.000    0.000    0.000    0.000 string_.py:95(na_value)
   190000    1.153    0.000    7.943    0.000 take.py:120(_take_nd_ndarray)
        4    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
   190000    0.215    0.000    0.215    0.000 take.py:326(_get_take_nd_function)
    10000    0.162    0.000    1.671    0.000 take.py:350(wrapper)
   190000    0.433    0.000    1.243    0.000 take.py:554(_take_preprocess_indexer_and_fill_value)
200000/190000    0.792    0.000   10.138    0.000 take.py:57(take_nd)
    30001    0.008    0.000    0.008    0.000 typing.py:1737(cast)
   160000    0.457    0.000    3.255    0.000 utils.py:191(validate_indices)
    10000    0.581    0.000    1.026    0.000 utils.py:243(maybe_convert_indices)
    10000    0.127    0.000    0.520    0.000 utils.py:430(check_array_indexer)
    10000    0.014    0.000    0.014    0.000 {built-in method __new__ of type object at 0x55649767b9a0}
   300001    0.243    0.000    0.243    0.000 {built-in method _abc._abc_instancecheck}
    10000  430.071    0.043  430.071    0.043 {built-in method _operator.eq}
        1    0.000    0.000    0.000    0.000 {built-in method _simple_new}
    30000    0.030    0.000    0.086    0.000 {built-in method builtins.all}
    20000    0.009    0.000    0.009    0.000 {built-in method builtins.callable}
        1    0.000    0.000  699.800  699.800 {built-in method builtins.exec}
   550025    0.107    0.000    0.110    0.000 {built-in method builtins.getattr}
   260008    0.094    0.000    0.125    0.000 {built-in method builtins.hasattr}
    70000    0.039    0.000    0.039    0.000 {built-in method builtins.hash}
2580132/2550132    1.106    0.000    2.151    0.000 {built-in method builtins.isinstance}
    70081    0.025    0.000    0.025    0.000 {built-in method builtins.issubclass}
800025/690021    0.324    0.000    0.425    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.179    0.179    0.179    0.179 {built-in method numpy.arange}
    10018    0.048    0.000    0.048    0.000 {built-in method numpy.asanyarray}
400000/390000    0.348    0.000    0.423    0.000 {built-in method numpy.asarray}
    20/12   30.681    1.534   30.681    2.557 {built-in method numpy.core._multiarray_umath.implement_array_function}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
   190000    0.503    0.000    0.503    0.000 {built-in method numpy.empty}
    40000    0.043    0.000    0.043    0.000 {built-in method numpy.geterrobj}
    20000    0.090    0.000    0.090    0.000 {built-in method numpy.seterrobj}
   150000    0.795    0.000    0.795    0.000 {built-in method pandas._libs.lib.is_string_array}
    50002    0.058    0.000    0.058    0.000 {built-in method pandas._libs.missing.checknull}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
    10000    0.024    0.000    0.024    0.000 {method '_from_backing_data' of 'pandas._libs.arrays.NDArrayBacked' objects}
        2    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
    30000    0.052    0.000    0.548    0.000 {method 'any' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.001    0.001    0.001    0.001 {method 'clear' of 'dict' objects}
    20000    0.072    0.000    0.072    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       17    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
    10004    0.009    0.000    0.009    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   160000    0.130    0.000    0.973    0.000 {method 'max' of 'numpy.ndarray' objects}
   160000    0.139    0.000    1.794    0.000 {method 'min' of 'numpy.ndarray' objects}
    10000  169.940    0.017  169.940    0.017 {method 'nonzero' of 'numpy.ndarray' objects}
   350000    2.741    0.000    2.741    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    10000    0.017    0.000    0.017    0.000 {method 'split' of 'str' objects}
    10000    0.115    0.000    0.115    0.000 {method 'take' of 'numpy.ndarray' objects}
    20000    0.103    0.000    0.103    0.000 {method 'view' of 'numpy.ndarray' objects}
   200000    0.057    0.000    0.057    0.000 {pandas._libs.algos.ensure_platform_int}
   150000    1.442    0.000    1.442    0.000 {pandas._libs.algos.take_1d_object_object}
    10000    0.958    0.000    0.958    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
    20000    1.670    0.000    1.670    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
    10000    0.400    0.000    0.400    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
    10000    0.006    0.000    0.006    0.000 {pandas._libs.lib.is_iterator}
   230000    0.142    0.000    0.154    0.000 {pandas._libs.lib.is_list_like}
   150004    0.070    0.000    0.070    0.000 {pandas._libs.lib.is_scalar}
    40000    0.018    0.000    0.018    0.000 {pandas._libs.lib.item_from_zerodim}
        1    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.np_datetime.is_unitless}


LOAD_SQLITE()
